sex,age,age_cat,race,decile_score,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_charge_degree,is_recid,decile_score,score_text,two_year_recid
Male,23,Less than 25,Other,3,0,-1,2013-09-15 8:38,2013-09-16 7:24,M,0,3,Low,0
Female,24,Less than 25,Caucasian,10,0,-1,2013-10-24 1:30,2013-10-24 9:21,M,0,10,High,0
Male,35,25 - 45,Caucasian,2,2,-1,2014-03-27 7:29,2014-03-29 9:08,F,1,2,Low,1
Female,23,Less than 25,Hispanic,4,0,-2,2013-08-05 9:00,2013-08-06 1:36,M,0,4,Low,0
Female,19,Less than 25,African-American,4,0,-1,2014-11-18 1:22,2014-11-19 10:10,M,1,4,Low,1
Male,32,25 - 45,Caucasian,1,0,-1,2014-01-23 6:22,2014-01-29 1:56,F,1,1,Low,1
Female,39,25 - 45,Caucasian,1,0,-3,2013-03-22 4:27,2013-03-23 2:26,M,1,1,Low,1
Male,30,25 - 45,African-American,9,12,0,2013-02-17 4:35,2013-02-26 7:47,F,1,9,High,1
Male,33,25 - 45,African-American,7,2,-1,2013-01-03 10:41,2013-09-19 6:33,F,0,7,Medium,0
Male,20,Less than 25,Caucasian,3,0,,,,M,1,3,Low,1
Female,36,25 - 45,Caucasian,2,0,-1,2014-01-10 10:17,2014-01-11 1:14,M,0,2,Low,0
Male,61,Greater than 45,Hispanic,1,1,-81,2013-12-13 9:41,2014-03-04 10:10,F,0,1,Low,0
Male,29,25 - 45,African-American,8,8,-1,2014-10-25 10:44,2014-10-28 5:22,F,1,8,High,1
Female,40,25 - 45,Caucasian,2,0,0,2013-08-23 4:51,2013-08-23 7:18,F,0,2,Low,0
Male,53,Greater than 45,African-American,7,4,-4,2013-08-31 9:11,2013-09-02 8:18,F,0,7,Medium,0
Female,28,25 - 45,Caucasian,2,0,-1,2013-10-27 10:37,2013-10-28 8:11,M,0,2,Low,0
Male,38,25 - 45,Hispanic,2,2,0,2013-10-07 3:09,2013-11-05 11:20,M,0,2,Low,0
Male,27,25 - 45,African-American,9,9,-1,2013-01-25 7:13,2013-01-27 2:04,F,1,9,High,1
Male,55,Greater than 45,Caucasian,3,0,-1,2013-11-08 11:23,2013-11-09 2:08,F,0,3,Low,0
Male,22,Less than 25,African-American,7,1,-1,2013-08-21 6:28,2013-08-23 4:24,M,0,7,Medium,0
Female,34,25 - 45,African-American,1,1,-1,2013-11-19 5:25,2013-11-21 9:38,F,0,1,Low,0
Male,55,Greater than 45,Caucasian,2,1,-17,2013-04-28 7:24,2013-05-02 8:55,M,0,2,Low,0
Male,24,Less than 25,Hispanic,8,2,0,2013-02-17 12:51,2013-05-20 5:55,F,1,8,High,0
Female,47,Greater than 45,African-American,9,21,-1,2014-03-05 8:10,2014-03-27 5:34,M,1,9,High,1
Male,41,25 - 45,Other,1,0,0,2013-09-09 4:00,2013-09-09 8:07,M,0,1,Low,0
Male,41,25 - 45,Hispanic,3,0,-2,2013-07-13 7:47,2013-07-14 1:34,F,0,3,Low,0
Male,61,Greater than 45,African-American,3,12,-1,2013-02-05 5:43,2013-10-05 5:26,F,0,3,Low,0
Male,57,Greater than 45,African-American,1,3,0,2013-04-27 6:02,2013-04-29 1:41,F,0,1,Low,0
Female,38,25 - 45,Caucasian,3,2,-1,2013-10-19 6:29,2013-10-20 5:02,M,0,3,Low,0
Male,25,25 - 45,Caucasian,4,13,-1,2014-01-26 4:55,2014-01-31 9:33,F,1,4,Low,1
Male,23,Less than 25,African-American,2,0,-1,2014-11-27 3:02,2014-11-28 1:33,F,1,2,Low,1
Male,23,Less than 25,Caucasian,5,3,-1,2013-11-18 11:04,2013-11-28 3:13,F,0,5,Medium,0
Male,20,Less than 25,African-American,3,0,-1,2013-12-09 7:22,2013-12-10 1:53,F,0,3,Low,0
Male,44,25 - 45,Caucasian,8,1,-1,2013-10-03 6:09,2013-10-04 8:07,F,0,8,High,0
Female,38,25 - 45,Caucasian,1,1,-23,2013-12-18 11:16,2013-12-20 6:03,M,0,1,Low,0
Male,56,Greater than 45,African-American,2,5,-1,2013-05-08 7:41,2014-12-27 5:41,F,1,2,Low,1
Male,43,25 - 45,Caucasian,2,2,0,2013-09-15 6:58,2013-09-20 9:01,F,1,2,Low,1
Male,22,Less than 25,African-American,3,0,-1,2013-04-24 12:13,2013-09-21 5:30,F,1,3,Low,1
Male,31,25 - 45,African-American,9,6,-54,2013-08-23 8:52,2013-10-15 10:11,F,1,9,High,1
Male,32,25 - 45,Other,1,0,-1,2013-12-26 6:54,2013-12-27 9:23,F,0,1,Low,0
Male,29,25 - 45,African-American,6,0,0,2013-11-20 2:07,2013-11-21 3:36,F,0,6,Medium,0
Male,22,Less than 25,African-American,9,1,0,2013-02-23 2:35,2013-06-06 9:50,F,1,9,High,1
Male,23,Less than 25,African-American,9,3,-1,2013-01-16 9:46,2013-03-01 9:56,F,1,9,High,1
Male,24,Less than 25,Caucasian,4,1,-23,2013-11-26 11:09,2013-11-28 12:59,F,0,4,Low,0
Male,45,Greater than 45,Other,1,0,0,2014-02-03 3:10,2014-02-03 1:15,M,0,1,Low,0
Male,21,Less than 25,African-American,9,2,-1,2014-03-19 7:43,2014-03-20 9:45,F,0,9,High,0
Female,29,25 - 45,African-American,2,0,0,2013-10-05 4:27,2013-10-06 8:51,M,0,2,Low,0
Female,51,Greater than 45,Caucasian,4,0,-1,2013-01-13 5:17,2013-01-14 7:36,M,1,4,Low,1
Male,36,25 - 45,Hispanic,2,2,-1,2014-09-21 2:00,2014-09-22 8:14,M,1,2,Low,1
Male,25,25 - 45,African-American,3,1,0,2013-08-07 4:39,2013-08-07 8:25,F,0,3,Low,0
Male,46,Greater than 45,Hispanic,3,13,-1,2013-01-02 5:11,2013-05-24 3:31,F,0,3,Low,0
Male,62,Greater than 45,African-American,8,22,0,2014-08-29 3:16,2014-10-01 9:24,F,1,8,High,1
Male,25,25 - 45,African-American,4,0,-1,2013-03-21 10:18,2013-03-22 8:27,F,1,4,Low,1
Male,27,25 - 45,Caucasian,2,2,-1,2013-12-14 6:09,2013-12-16 2:52,F,0,2,Low,0
Male,49,Greater than 45,African-American,2,0,,,,M,1,2,Low,0
Female,22,Less than 25,Caucasian,9,3,-1,2014-12-02 9:38,2014-12-05 1:02,F,1,9,High,1
Female,34,25 - 45,Caucasian,10,9,84,2015-03-24 8:42,2015-03-25 3:32,M,1,10,High,1
Male,37,25 - 45,Hispanic,1,1,-1,2014-03-17 6:38,2014-03-19 10:23,F,0,1,Low,0
Male,21,Less than 25,Caucasian,3,0,-1,2014-03-25 3:55,2014-03-27 3:42,F,1,3,Low,1
Male,51,Greater than 45,Caucasian,1,3,-125,2014-06-26 12:30,2014-06-27 9:10,M,1,1,Low,1
Female,39,25 - 45,Caucasian,5,2,-1,2013-05-06 9:19,2013-05-07 8:11,F,1,5,Medium,1
Male,43,25 - 45,African-American,3,8,-1,2013-12-03 5:36,2013-12-04 9:08,F,1,3,Low,1
Male,22,Less than 25,African-American,6,0,0,2013-08-05 4:56,2013-08-06 2:53,M,1,6,Medium,1
Female,28,25 - 45,African-American,7,4,-1,2014-01-30 6:24,2014-02-01 9:12,F,0,7,Medium,0
Male,43,25 - 45,Caucasian,9,0,-1,2014-03-24 4:46,2014-03-25 3:27,F,1,9,High,1
Male,27,25 - 45,Caucasian,8,7,-1,2014-10-26 11:43,2014-10-27 8:16,F,1,8,High,1
Male,27,25 - 45,Other,2,0,-1,2013-03-21 10:53,2013-05-14 11:04,F,1,2,Low,1
Male,31,25 - 45,Caucasian,2,1,-1,2014-04-02 7:34,2014-04-03 10:48,F,1,2,Low,1
Female,28,25 - 45,African-American,2,0,0,2013-03-20 3:43,2013-03-21 1:37,M,0,2,Low,0
Male,58,Greater than 45,Caucasian,2,3,-4,2013-11-08 10:40,2013-11-09 1:44,M,0,2,Low,0
Male,22,Less than 25,Caucasian,4,0,-1,2014-05-15 7:37,2014-05-21 8:48,F,1,4,Low,1
Male,21,Less than 25,Hispanic,8,0,,,,M,1,8,High,1
Male,31,25 - 45,African-American,4,5,-1,2013-12-16 7:40,2013-12-18 10:47,F,1,4,Low,0
Male,33,25 - 45,African-American,3,0,0,2013-03-24 7:30,2013-05-03 9:30,F,0,3,Low,0
Male,26,25 - 45,African-American,10,6,0,2013-05-10 2:14,2013-05-11 5:25,M,1,10,High,1
Female,23,Less than 25,African-American,5,1,0,2014-01-29 12:59,2014-01-29 7:47,M,0,5,Medium,0
Male,32,25 - 45,Caucasian,10,11,-1,2013-09-19 2:19,2014-02-07 8:54,F,0,10,High,0
Male,57,Greater than 45,African-American,2,2,,,,F,0,2,Low,0
Male,22,Less than 25,Caucasian,8,0,0,2013-04-07 2:58,2013-04-08 3:59,F,0,8,High,0
Female,35,25 - 45,African-American,2,2,-1,2013-04-16 1:34,2013-04-17 6:59,F,0,2,Low,0
Male,47,Greater than 45,Caucasian,6,1,0,2013-04-12 7:17,2013-07-03 6:42,F,1,6,Medium,1
Male,35,25 - 45,Hispanic,1,2,-14,2013-07-09 12:32,2013-07-23 10:10,F,0,1,Low,0
Male,29,25 - 45,African-American,9,17,-1,2013-03-12 2:05,2013-03-13 9:39,F,1,9,High,1
Female,54,Greater than 45,Caucasian,2,1,-7,2013-05-06 4:01,2013-05-10 8:38,M,0,2,Low,0
Male,29,25 - 45,Caucasian,8,0,-1,2013-08-10 5:05,2013-11-08 3:38,F,0,8,High,0
Female,28,25 - 45,Other,4,0,-1,2014-05-06 11:30,2014-05-07 9:38,M,1,4,Low,1
Male,51,Greater than 45,African-American,8,17,-2,2013-07-10 11:25,2013-07-11 8:16,F,1,8,High,1
Female,36,25 - 45,African-American,6,0,0,2013-02-09 4:56,2013-02-10 1:22,M,0,6,Medium,0
Male,35,25 - 45,Caucasian,4,3,-1,2013-01-19 9:17,2013-01-29 5:22,M,1,4,Low,1
Male,20,Less than 25,African-American,4,1,-1,2013-10-23 4:10,2013-10-24 9:34,F,1,4,Low,1
Male,25,25 - 45,African-American,5,0,0,2013-03-02 1:54,2013-03-04 9:44,F,0,5,Medium,0
Male,29,25 - 45,African-American,5,2,-1,2013-07-31 6:22,2013-08-01 8:25,M,0,5,Medium,0
Male,31,25 - 45,Hispanic,10,0,0,2013-11-30 5:18,2013-11-30 1:05,F,1,10,High,1
Male,62,Greater than 45,African-American,1,4,,,,F,0,1,Low,0
Male,39,25 - 45,Caucasian,2,0,0,2013-01-10 2:12,2013-01-10 7:13,M,0,2,Low,0
Male,30,25 - 45,African-American,4,1,-1,2013-02-25 4:21,2013-07-07 4:30,F,1,4,Low,1
Female,23,Less than 25,African-American,7,0,0,2014-01-23 1:39,2014-01-23 8:11,F,0,7,Medium,0
Female,23,Less than 25,African-American,4,1,-1,2013-12-22 9:21,2013-12-23 4:21,F,0,4,Low,0
Female,37,25 - 45,Hispanic,3,0,-3,2013-06-14 10:05,2013-06-15 1:27,M,0,3,Low,0
Male,30,25 - 45,African-American,7,21,0,2014-11-12 12:33,2014-11-13 3:38,F,1,7,Medium,1
Male,33,25 - 45,African-American,9,18,-1,2013-12-08 11:11,2013-12-09 8:32,F,1,9,High,1
Male,20,Less than 25,Hispanic,4,0,-2,2014-09-01 11:43,2014-09-02 7:43,M,1,4,Low,1
Female,61,Greater than 45,African-American,6,1,-79,2013-12-09 10:48,2014-01-30 10:28,F,0,6,Medium,0
Male,30,25 - 45,African-American,7,9,-1,2013-01-12 1:44,2013-01-20 2:33,F,1,7,Medium,1
Male,23,Less than 25,African-American,6,1,-1,2013-02-22 9:55,2013-03-30 4:46,F,0,6,Medium,0
Female,27,25 - 45,African-American,3,0,-2,2013-01-08 7:18,2013-01-09 1:34,F,1,3,Low,1
Male,38,25 - 45,African-American,6,10,-1,2013-02-05 8:38,2013-02-06 2:15,M,0,6,Medium,0
Male,42,25 - 45,African-American,1,1,-1,2014-01-31 7:36,2014-02-02 4:00,F,0,1,Low,0
Male,31,25 - 45,African-American,3,0,-1,2013-04-05 12:30,2013-04-06 8:02,F,0,3,Low,0
Male,23,Less than 25,African-American,9,2,-1,2013-01-03 5:41,2013-01-09 5:44,F,1,9,High,1
Male,31,25 - 45,Caucasian,3,1,-1,2013-02-04 7:24,2013-03-15 8:19,F,1,3,Low,1
Male,43,25 - 45,African-American,5,1,-1,2013-11-11 6:15,2013-11-16 12:03,M,1,5,Medium,1
Male,39,25 - 45,Caucasian,3,0,-1,2013-09-06 10:19,2013-09-12 8:10,F,0,3,Low,0
Male,31,25 - 45,African-American,2,0,-1,2013-02-03 10:14,2013-02-07 5:51,M,0,2,Low,0
Male,22,Less than 25,Caucasian,7,3,-1,2013-01-09 5:21,2013-05-31 9:29,F,1,7,Medium,1
Female,33,25 - 45,African-American,3,0,0,2013-12-19 3:05,2013-12-21 9:50,F,0,3,Low,0
Male,21,Less than 25,Caucasian,5,1,115,2013-05-22 7:12,2013-05-28 6:47,F,1,5,Medium,1
Male,23,Less than 25,African-American,6,1,-1,2013-12-15 4:22,2014-04-14 11:42,F,1,6,Medium,1
Female,29,25 - 45,Caucasian,4,0,-1,2013-04-16 2:44,2013-05-14 8:05,F,0,4,Low,0
Male,62,Greater than 45,Caucasian,1,2,-4,2013-01-12 1:16,2013-01-15 7:17,F,0,1,Low,0
Female,56,Greater than 45,African-American,2,1,-24,2013-02-22 11:23,2013-02-23 7:43,F,1,2,Low,1
Female,24,Less than 25,African-American,3,4,-1,2014-03-19 1:55,2014-03-21 5:41,F,1,3,Low,1
Female,44,25 - 45,Caucasian,1,0,-1,2014-03-17 6:48,2014-03-18 1:08,M,0,1,Low,0
Male,22,Less than 25,African-American,7,2,-1,2013-08-02 5:20,2013-08-04 1:34,F,1,7,Medium,1
Female,28,25 - 45,African-American,5,4,-1,2014-11-13 3:39,2014-11-15 4:22,F,1,5,Medium,1
Male,30,25 - 45,African-American,5,0,0,2013-03-18 3:34,2013-03-18 6:25,F,0,5,Medium,0
Male,32,25 - 45,Caucasian,1,1,0,2014-03-09 3:49,2014-03-10 3:39,M,1,1,Low,1
Male,51,Greater than 45,Caucasian,6,3,-1,2013-03-08 12:35,2013-03-25 8:50,F,0,6,Medium,0
Male,21,Less than 25,African-American,5,0,-1,2014-02-02 11:07,2014-02-05 7:54,F,0,5,Medium,0
Male,21,Less than 25,African-American,9,2,-1,2013-08-27 1:32,2013-09-14 5:58,F,1,9,High,1
Male,27,25 - 45,African-American,9,3,-1,2013-01-01 3:16,2013-01-10 4:12,F,1,9,High,1
Male,28,25 - 45,Hispanic,4,0,0,2013-04-20 5:28,2013-04-20 7:17,F,0,4,Low,0
Female,31,25 - 45,African-American,1,0,-1,2013-10-27 1:53,2013-10-29 8:51,F,0,1,Low,0
Male,33,25 - 45,African-American,8,0,-1,2014-01-18 7:09,2014-01-19 8:51,M,1,8,High,1
Female,49,Greater than 45,Caucasian,2,2,-1,2013-10-01 6:01,2013-10-02 3:31,F,0,2,Low,0
Female,41,25 - 45,Other,3,2,-1,2013-04-18 8:43,2013-05-04 2:25,F,0,3,Low,0
Male,20,Less than 25,Caucasian,4,0,-1,2013-10-23 5:29,2013-10-24 9:33,M,0,4,Low,0
Male,31,25 - 45,African-American,6,10,-1,2013-01-19 7:47,2013-07-20 5:53,F,1,6,Medium,1
Male,25,25 - 45,African-American,5,5,-1,2013-02-15 1:46,2013-04-05 8:12,F,1,5,Medium,1
Male,23,Less than 25,African-American,9,4,0,2013-04-08 12:39,2013-10-18 5:35,F,1,9,High,1
Male,26,25 - 45,Caucasian,4,0,-1,2013-12-09 11:19,2013-12-12 9:19,M,0,4,Low,0
Female,45,Greater than 45,Asian,3,6,-1,2014-09-12 3:56,2014-09-14 2:54,F,1,3,Low,1
Male,28,25 - 45,Caucasian,2,1,0,2013-03-23 5:48,2013-03-24 7:18,M,0,2,Low,0
Female,28,25 - 45,African-American,9,13,-1,2014-09-13 3:47,2014-10-15 4:09,F,1,9,High,1
Male,39,25 - 45,Caucasian,1,0,-3,2013-10-15 1:46,2013-10-17 7:53,F,1,1,Low,1
Male,59,Greater than 45,Hispanic,2,1,-2,2013-07-10 1:41,2013-07-11 8:33,F,1,2,Low,1
Male,52,Greater than 45,African-American,1,4,-5,2013-06-23 12:28,2013-06-28 12:05,M,0,1,Low,0
Male,36,25 - 45,Hispanic,5,1,-1,2013-12-15 10:34,2013-12-19 10:27,M,0,5,Medium,0
Male,54,Greater than 45,Hispanic,5,5,149,2013-11-20 2:24,2014-02-22 1:33,F,0,5,Medium,0
Male,32,25 - 45,Caucasian,3,0,500,2014-08-11 10:33,2014-08-14 8:43,F,1,3,Low,1
Male,54,Greater than 45,African-American,6,3,-66,2013-08-02 9:41,2013-10-07 11:12,M,0,6,Medium,0
Male,30,25 - 45,African-American,3,2,-1,2013-08-29 6:06,2013-08-31 4:40,F,1,3,Low,1
Female,21,Less than 25,African-American,5,0,-1,2014-06-02 11:29,2014-06-03 11:16,M,1,5,Medium,1
Male,25,25 - 45,African-American,4,2,0,2013-01-27 12:21,2013-02-01 9:42,M,1,4,Low,1
Male,26,25 - 45,Hispanic,5,1,79,2013-07-26 12:51,2014-03-05 11:21,F,1,5,Medium,1
Male,22,Less than 25,African-American,4,0,0,2014-02-20 12:25,2014-02-20 8:57,F,0,4,Low,0
Male,61,Greater than 45,African-American,2,20,-1,2013-01-14 9:38,2013-02-14 2:10,M,1,2,Low,1
Male,24,Less than 25,Caucasian,6,2,-1,2013-05-03 4:07,2013-06-05 1:25,F,0,6,Medium,0
Male,32,25 - 45,African-American,8,2,,,,F,0,8,High,0
Female,26,25 - 45,Caucasian,9,2,22,2015-01-10 2:50,2015-01-10 8:12,F,1,9,High,1
Female,34,25 - 45,African-American,3,6,-1,2013-04-29 8:31,2013-04-30 1:17,F,0,3,Low,0
Male,45,Greater than 45,African-American,8,12,-1,2013-03-29 11:41,2013-04-02 7:25,M,1,8,High,1
Male,22,Less than 25,African-American,5,1,235,2014-12-23 3:08,2015-02-19 4:49,F,1,5,Medium,1
Male,54,Greater than 45,African-American,3,4,0,2013-02-13 4:44,2013-02-14 5:24,F,1,3,Low,1
Male,51,Greater than 45,African-American,5,8,-1,2013-05-04 9:20,2013-05-30 6:14,M,0,5,Medium,0
Male,28,25 - 45,African-American,2,0,-1,2013-10-19 9:52,2013-10-20 8:40,F,0,2,Low,0
Male,23,Less than 25,Caucasian,2,0,0,2013-03-09 5:57,2013-03-10 7:02,F,0,2,Low,0
Male,30,25 - 45,Caucasian,2,0,-1,2014-11-06 7:53,2014-11-07 8:42,F,1,2,Low,1
Male,25,25 - 45,African-American,3,0,0,2013-09-06 4:41,2013-09-07 5:14,M,1,3,Low,1
Male,25,25 - 45,Caucasian,5,2,-1,2013-01-29 8:35,2013-02-07 9:32,F,0,5,Medium,0
Male,28,25 - 45,Caucasian,7,2,-1,2013-09-10 11:51,2013-09-11 1:36,F,0,7,Medium,0
Female,32,25 - 45,African-American,1,0,0,2014-03-26 12:39,2014-03-26 8:10,M,1,1,Low,1
Male,35,25 - 45,African-American,4,7,-1,2013-05-09 11:20,2013-06-07 9:22,F,0,4,Low,0
Male,49,Greater than 45,African-American,1,0,-1,2014-02-14 1:28,2014-02-18 9:21,M,1,1,Low,1
Male,36,25 - 45,Caucasian,3,5,-1,2013-03-21 11:56,2013-03-22 8:27,F,1,3,Low,1
Male,33,25 - 45,African-American,9,16,0,2013-10-05 12:52,2013-11-07 12:55,M,1,9,High,1
Male,30,25 - 45,Other,1,1,-1,2013-08-25 9:40,2013-08-27 5:13,F,0,1,Low,0
Female,58,Greater than 45,Caucasian,2,1,-3,2013-06-21 12:44,2013-06-21 7:42,M,0,2,Low,0
Male,22,Less than 25,African-American,7,2,0,2013-09-24 12:16,2013-10-08 5:22,F,1,7,Medium,0
Male,28,25 - 45,Caucasian,3,2,3,2013-01-28 3:35,2013-01-30 7:33,F,1,3,Low,1
Male,28,25 - 45,Hispanic,1,0,0,2013-04-21 1:01,2013-04-21 7:21,M,1,1,Low,1
Male,26,25 - 45,African-American,10,6,-1,2014-12-29 3:29,2015-01-02 11:16,F,1,10,High,1
Female,36,25 - 45,Caucasian,1,3,-2,2014-02-24 8:10,2014-02-25 10:04,F,1,1,Low,1
Male,23,Less than 25,Caucasian,9,0,0,2013-04-07 3:08,2013-04-08 8:21,F,0,9,High,0
Male,22,Less than 25,African-American,5,0,0,2013-02-01 1:09,2013-02-02 3:17,F,1,5,Medium,1
Male,25,25 - 45,African-American,9,10,410,2014-03-23 10:05,2014-12-09 7:06,F,1,9,High,1
Male,26,25 - 45,African-American,3,0,-1,2013-03-27 10:33,2013-03-29 9:13,F,0,3,Low,0
Male,25,25 - 45,African-American,5,1,0,2013-10-30 2:46,2013-10-30 8:28,F,0,5,Medium,0
Male,26,25 - 45,Caucasian,7,7,-125,2014-03-03 3:46,2014-03-03 7:52,F,1,7,Medium,1
Male,40,25 - 45,Native American,6,2,-1,2013-04-02 8:40,2013-04-03 8:44,M,0,6,Medium,0
Male,28,25 - 45,African-American,2,0,-1,2013-05-07 9:33,2013-05-08 7:07,M,1,2,Low,1
Male,40,25 - 45,Hispanic,2,1,,,,M,0,2,Low,0
Male,56,Greater than 45,African-American,1,1,-1,2013-12-17 5:46,2013-12-18 10:30,F,0,1,Low,0
Male,51,Greater than 45,Caucasian,2,3,-87,2013-06-25 10:02,2013-09-19 12:07,F,0,2,Low,0
Male,36,25 - 45,African-American,4,0,-1,2013-04-12 5:15,2014-01-17 10:44,F,0,4,Low,0
Male,51,Greater than 45,Caucasian,1,0,-1,2013-03-10 12:30,2013-03-12 9:49,M,0,1,Low,0
Male,25,25 - 45,Caucasian,5,2,,,,F,0,5,Medium,0
Male,22,Less than 25,African-American,6,1,,,,M,0,6,Medium,0
Female,35,25 - 45,African-American,8,9,-1,2013-04-20 9:10,2013-10-11 6:10,F,0,8,High,0
Male,24,Less than 25,Caucasian,5,0,-1,2013-01-15 9:56,2013-01-16 9:26,M,1,5,Medium,1
Male,66,Greater than 45,African-American,2,5,-40,2013-05-09 2:20,2013-06-03 8:55,M,1,2,Low,1
Male,27,25 - 45,African-American,4,6,-1,2013-02-26 6:14,2013-02-27 9:40,M,1,4,Low,1
Male,22,Less than 25,Caucasian,9,2,0,2013-03-01 2:35,2013-03-02 9:45,F,1,9,High,1
Male,43,25 - 45,Caucasian,1,2,-41,2013-01-10 5:45,2013-02-20 1:46,F,0,1,Low,0
Male,22,Less than 25,African-American,6,2,-64,2013-06-04 9:32,2013-07-24 7:39,F,0,6,Medium,0
Male,31,25 - 45,African-American,10,4,67,2013-04-14 5:41,2013-06-01 4:53,M,1,10,High,1
Female,23,Less than 25,Caucasian,9,4,-1,2013-11-08 5:42,2014-03-21 11:34,M,1,9,High,1
Female,27,25 - 45,Caucasian,2,0,0,2013-12-10 4:28,2013-12-10 1:02,M,1,2,Low,1
Male,31,25 - 45,African-American,9,8,-1,2013-12-06 8:07,2013-12-07 7:35,F,1,9,High,1
Male,61,Greater than 45,African-American,8,29,-50,2013-01-14 9:10,2013-02-02 7:32,F,1,8,High,1
Male,25,25 - 45,Caucasian,7,3,-1,2013-04-07 5:01,2013-04-15 2:07,F,0,7,Medium,0
Female,52,Greater than 45,Caucasian,1,0,-1,2013-07-31 9:14,2013-08-01 7:36,M,0,1,Low,0
Male,35,25 - 45,Hispanic,7,0,-1,2013-01-18 7:51,2013-01-19 7:34,F,0,7,Medium,0
Female,24,Less than 25,Caucasian,5,0,-3,2013-07-19 7:41,2013-07-20 1:59,F,0,5,Medium,0
Male,50,Greater than 45,African-American,10,13,160,2014-01-07 1:19,2014-03-08 2:07,M,1,10,High,1
Male,57,Greater than 45,Other,1,0,0,2013-09-20 12:53,2013-09-27 9:19,F,0,1,Low,0
Male,38,25 - 45,Caucasian,1,2,-1,2013-09-06 8:02,2013-09-07 8:08,F,0,1,Low,0
Male,22,Less than 25,African-American,3,1,-66,2013-08-02 3:44,2013-10-04 8:35,F,0,3,Low,0
Male,26,25 - 45,Hispanic,5,1,-2,2013-03-02 5:50,2013-03-03 9:01,M,0,5,Medium,0
Male,25,25 - 45,African-American,10,8,-230,2013-03-09 1:07,2013-09-10 10:03,F,0,10,High,0
Male,20,Less than 25,African-American,7,3,-1,2014-10-21 1:25,2014-11-11 3:58,F,1,7,Medium,1
Male,34,25 - 45,African-American,2,2,-1,2013-10-13 7:34,2013-10-14 10:04,F,0,2,Low,0
Male,25,25 - 45,African-American,9,11,-1,2013-09-30 11:08,2013-10-30 1:41,M,1,9,High,1
Female,24,Less than 25,Caucasian,5,0,-1,2013-12-13 3:20,2013-12-14 1:25,F,0,5,Medium,0
Male,24,Less than 25,Other,5,4,-40,2013-06-06 8:04,2013-07-16 11:39,F,1,5,Medium,0
Male,49,Greater than 45,Caucasian,6,4,0,2013-01-24 2:26,2013-02-10 4:25,M,1,6,Medium,1
Male,27,25 - 45,African-American,10,15,-1,2014-08-04 5:54,2014-09-03 9:09,F,1,10,High,1
Male,28,25 - 45,African-American,5,10,-20,2013-10-04 4:47,2013-10-24 10:24,F,1,5,Medium,1
Male,33,25 - 45,African-American,5,15,,,,M,1,5,Medium,1
Male,55,Greater than 45,Caucasian,5,0,-1,2013-02-04 7:14,2013-02-05 7:13,F,0,5,Medium,0
Male,25,25 - 45,Caucasian,4,1,,,,F,0,4,Low,0
Male,47,Greater than 45,Caucasian,3,3,-1,2013-02-11 11:20,2013-02-24 7:36,M,1,3,Low,1
Male,55,Greater than 45,African-American,7,10,-1,2014-08-16 2:53,2014-08-20 9:38,M,1,7,Medium,1
Male,22,Less than 25,African-American,3,0,-1,2013-01-10 2:17,2013-01-11 11:09,F,1,3,Low,1
Male,32,25 - 45,African-American,8,9,-1,2013-07-31 6:29,2013-11-20 4:58,F,1,8,High,0
Male,55,Greater than 45,Caucasian,1,0,-1,2013-01-18 6:53,2013-01-19 1:06,F,1,1,Low,0
Male,23,Less than 25,African-American,5,3,0,2013-08-15 1:53,2013-08-21 8:27,M,0,5,Medium,0
Male,54,Greater than 45,Caucasian,4,2,-29,2013-01-07 1:25,2013-02-05 11:05,F,1,4,Low,1
Male,40,25 - 45,Asian,1,0,-1,2013-04-03 4:56,2013-04-23 3:20,F,0,1,Low,0
Male,27,25 - 45,African-American,2,0,-1,2014-01-15 6:44,2014-01-16 8:03,M,1,2,Low,1
Male,36,25 - 45,Caucasian,1,4,85,2013-09-21 12:09,2013-10-03 6:25,M,1,1,Low,1
Female,29,25 - 45,African-American,7,5,0,2013-03-18 2:41,2013-03-19 7:45,F,1,7,Medium,0
Female,45,Greater than 45,Caucasian,1,0,-1,2014-03-29 9:57,2014-03-30 8:36,M,0,1,Low,0
Male,25,25 - 45,Other,6,2,-1,2013-05-20 3:24,2013-07-23 9:26,M,0,6,Medium,0
Male,40,25 - 45,Caucasian,3,4,-1,2013-11-11 1:20,2013-12-14 5:53,F,1,3,Low,1
Male,38,25 - 45,African-American,4,7,-1,2013-08-24 8:32,2013-08-31 6:13,F,1,4,Low,1
Male,57,Greater than 45,Caucasian,4,3,-176,2013-01-15 11:20,2013-02-15 9:33,F,0,4,Low,0
Male,26,25 - 45,African-American,10,3,0,2014-06-24 1:15,2014-07-07 8:48,F,1,10,High,1
Female,37,25 - 45,African-American,1,0,-1,2013-06-18 4:05,2013-06-19 10:46,F,0,1,Low,0
Female,42,25 - 45,African-American,6,0,,,,M,1,6,Medium,1
Male,41,25 - 45,Caucasian,1,1,-1,2014-03-18 9:24,2014-03-19 10:49,F,0,1,Low,0
Female,33,25 - 45,Other,2,0,-1,2013-11-21 10:18,2013-11-22 3:53,F,0,2,Low,0
Male,57,Greater than 45,African-American,1,1,-1,2013-02-06 4:49,2013-02-07 9:30,F,0,1,Low,0
Male,34,25 - 45,African-American,9,3,-1,2013-02-08 7:06,2013-02-09 8:16,M,0,9,High,0
